Preferred_Name	Name	Source
ENSG00000120458	NP_001294956	RefSeq Protein ID
ENSG00000120458	NP_001299848	RefSeq Protein ID
ENSG00000120458	NP_001299849	RefSeq Protein ID
ENSG00000120458	NP_001299850	RefSeq Protein ID
ENSG00000120458	NP_078907	RefSeq Protein ID
ENSG00000120458	NM_001301087	RefSeq mRNA ID
ENSG00000120458	NM_001308027	RefSeq mRNA ID
ENSG00000120458	NM_001312920	RefSeq mRNA ID
ENSG00000120458	NM_024631	RefSeq mRNA ID
ENSG00000120458	C11orf61	Synonym
ENSG00000120458	FLJ23342	Synonym
ENSG00000120458	Q6P1R3	Uniprot ID
ENSG00000121053	ENSG00000121053	Ensembl Gene ID
ENSG00000121053	ENSP00000225371	Ensembl Protein ID
ENSG00000121053	8288	Entrez Gene ID
ENSG00000121053	EPX	Gene Name
ENSG00000121053	NP_000493	RefSeq Protein ID
ENSG00000121053	NM_000502	RefSeq mRNA ID
ENSG00000121053	EPP	Synonym
ENSG00000121053	EPX-PEN	Synonym
ENSG00000121053	P11678	Uniprot ID
ENSG00000121931	ENSG00000121931	Ensembl Gene ID
ENSG00000121931	ENSP00000358778	Ensembl Protein ID
ENSG00000121931	ENSP00000432290	Ensembl Protein ID
ENSG00000121931	ENSP00000435259	Ensembl Protein ID
ENSG00000121931	55791	Entrez Gene ID
ENSG00000121931	LRIF1	Gene Name
ENSG00000121931	NP_001006946	RefSeq Protein ID
ENSG00000121931	NP_060842	RefSeq Protein ID
ENSG00000121931	NM_001006945	RefSeq mRNA ID
ENSG00000121931	NM_018372	RefSeq mRNA ID
ENSG00000121931	C1orf103	Synonym
ENSG00000121931	FLJ11269	Synonym
ENSG00000121931	Q5T3J3	Uniprot ID
ENSG00000122034	ENSG00000122034	Ensembl Gene ID
ENSG00000122034	ENSP00000370532	Ensembl Protein ID
ENSG00000122034	ENSP00000387806	Ensembl Protein ID
ENSG00000122034	ENSP00000389655	Ensembl Protein ID
ENSG00000122034	ENSP00000409175	Ensembl Protein ID
ENSG00000122034	2971	Entrez Gene ID
ENSG00000122034	GTF3A	Gene Name
ENSG00000122034	NP_002088	RefSeq Protein ID
ENSG00000122034	NM_002097	RefSeq mRNA ID
ENSG00000122034	TFIIIA	Synonym
ENSG00000122034	Q92664	Uniprot ID
ENSG00000123349	ENSG00000123349	Ensembl Gene ID
ENSG00000123349	ENSP00000243040	Ensembl Protein ID
ENSG00000123349	ENSP00000266964	Ensembl Protein ID
ENSG00000123349	ENSP00000334188	Ensembl Protein ID
ENSG00000123349	ENSP00000447942	Ensembl Protein ID
ENSG00000123349	ENSP00000449388	Ensembl Protein ID
ENSG00000123349	ENSP00000450068	Ensembl Protein ID
ENSG00000123349	ENSP00000450380	Ensembl Protein ID
ENSG00000123349	ENSP00000454489	Ensembl Protein ID
ENSG00000123349	ENSP00000455296	Ensembl Protein ID
ENSG00000123349	ENSP00000486843	Ensembl Protein ID
ENSG00000123349	5204	Entrez Gene ID
ENSG00000123349	PFDN5	Gene Name
ENSG00000123349	NP_002615	RefSeq Protein ID
ENSG00000123349	NP_665904	RefSeq Protein ID
ENSG00000123349	NM_002624	RefSeq mRNA ID
ENSG00000123349	NM_145897	RefSeq mRNA ID
ENSG00000123349	MM-1	Synonym
ENSG00000123349	PFD5	Synonym
ENSG00000123349	Q99471	Uniprot ID
ENSG00000124067	ENSG00000124067	Ensembl Gene ID
ENSG00000124067	ENSP00000318557	Ensembl Protein ID
ENSG00000124067	ENSP00000395983	Ensembl Protein ID
ENSG00000124067	ENSP00000438334	Ensembl Protein ID
ENSG00000124067	ENSP00000445962	Ensembl Protein ID
ENSG00000124067	ENSP00000458902	Ensembl Protein ID
ENSG00000124067	ENSP00000458975	Ensembl Protein ID
ENSG00000124067	ENSP00000461403	Ensembl Protein ID
ENSG00000124067	ENSP00000463148	Ensembl Protein ID
ENSG00000124067	ENSP00000464168	Ensembl Protein ID
ENSG00000124067	ENSP00000464660	Ensembl Protein ID
ENSG00000124067	6560	Entrez Gene ID
ENSG00000124067	SLC12A4	Gene Name
ENSG00000124067	NP_001139433	RefSeq Protein ID
ENSG00000124067	NP_001139434	RefSeq Protein ID
ENSG00000124067	NP_001139435	RefSeq Protein ID
ENSG00000124067	NP_001139436	RefSeq Protein ID
ENSG00000124067	NP_005063	RefSeq Protein ID
ENSG00000124067	NM_001145961	RefSeq mRNA ID
ENSG00000124067	NM_001145962	RefSeq mRNA ID
ENSG00000124067	NM_001145963	RefSeq mRNA ID
ENSG00000124067	NM_001145964	RefSeq mRNA ID
ENSG00000124067	NM_005072	RefSeq mRNA ID
ENSG00000124067	KCC1	Synonym
ENSG00000124067	Q9UP95	Uniprot ID
ENSG00000124562	ENSG00000124562	Ensembl Gene ID
ENSG00000124562	ENSP00000244520	Ensembl Protein ID
ENSG00000124562	ENSP00000363129	Ensembl Protein ID
ENSG00000124562	ENSP00000363130	Ensembl Protein ID
ENSG00000124562	6631	Entrez Gene ID
ENSG00000124562	SNRPC	Gene Name
ENSG00000124562	NP_003084	RefSeq Protein ID
ENSG00000124562	NM_003093	RefSeq mRNA ID
ENSG00000124562	U1-C	Synonym
ENSG00000124562	Yhc1	Synonym
ENSG00000124562	P09234	Uniprot ID
ENSG00000124688	ENSG00000124688	Ensembl Gene ID
ENSG00000124688	ENSP00000361244	Ensembl Protein ID
ENSG00000124688	ENSP00000410818	Ensembl Protein ID
ENSG00000124688	9587	Entrez Gene ID
ENSG00000124688	MAD2L1BP	Gene Name
ENSG00000124688	NP_001003690	RefSeq Protein ID
ENSG00000124688	NP_055443	RefSeq Protein ID
ENSG00000124688	NM_001003690	RefSeq mRNA ID
ENSG00000124688	NM_014628	RefSeq mRNA ID
ENSG00000124688	dJ261G23.1	Synonym
ENSG00000124688	KIAA0110	Synonym
ENSG00000124688	Q15013	Uniprot ID
ENSG00000124749	ENSG00000124749	Ensembl Gene ID
ENSG00000124749	ENSP00000244728	Ensembl Protein ID
ENSG00000124749	ENSP00000359853	Ensembl Protein ID
ENSG00000124749	ENSP00000359855	Ensembl Protein ID
ENSG00000124749	ENSP00000390958	Ensembl Protein ID
ENSG00000124749	ENSP00000433624	Ensembl Protein ID
ENSG00000124749	ENSP00000444384	Ensembl Protein ID
ENSG00000124749	81578	Entrez Gene ID
ENSG00000124749	COL21A1	Gene Name
ENSG00000124749	NP_001305680	RefSeq Protein ID
ENSG00000124749	NP_001305681	RefSeq Protein ID
ENSG00000124749	NP_110447	RefSeq Protein ID
ENSG00000124749	NM_001318751	RefSeq mRNA ID
ENSG00000124749	NM_001318752	RefSeq mRNA ID
ENSG00000124749	NM_030820	RefSeq mRNA ID
ENSG00000124749	Q96P44	Uniprot ID
ENSG00000124784	ENSG00000124784	Ensembl Gene ID
ENSG00000124784	ENSP00000369162	Ensembl Protein ID
ENSG00000124784	ENSP00000418263	Ensembl Protein ID
ENSG00000124784	83732	Entrez Gene ID
ENSG00000124784	RIOK1	Gene Name
ENSG00000124784	NP_113668	RefSeq Protein ID
ENSG00000124784	NM_031480	RefSeq mRNA ID
ENSG00000124784	AD034	Synonym
ENSG00000124784	bA288G3.1	Synonym
ENSG00000124784	FLJ30006	Synonym
ENSG00000124784	RRP10	Synonym
ENSG00000124784	Q9BRS2	Uniprot ID
ENSG00000125149	ENSG00000125149	Ensembl Gene ID
ENSG00000125149	ENSP00000219139	Ensembl Protein ID
ENSG00000125149	ENSP00000455182	Ensembl Protein ID
ENSG00000125149	ENSP00000456154	Ensembl Protein ID
ENSG00000125149	ENSP00000456549	Ensembl Protein ID
ENSG00000125149	ENSP00000456688	Ensembl Protein ID
ENSG00000125149	ENSP00000464242	Ensembl Protein ID
ENSG00000125149	80262	Entrez Gene ID
ENSG00000125149	C16orf70	Gene Name
ENSG00000125149	NP_001307469	RefSeq Protein ID
ENSG00000125149	NP_001307470	RefSeq Protein ID
ENSG00000125149	NP_001307471	RefSeq Protein ID
ENSG00000125149	NP_079463	RefSeq Protein ID
ENSG00000125149	NM_001320540	RefSeq mRNA ID
ENSG00000125149	NM_001320541	RefSeq mRNA ID
ENSG00000125149	NM_001320542	RefSeq mRNA ID
ENSG00000125149	NM_025187	RefSeq mRNA ID
ENSG00000125149	C16orf6	Synonym
ENSG00000125149	FLJ12076	Synonym
ENSG00000125149	LIN10	Synonym
ENSG00000125149	Q9BSU1	Uniprot ID
ENSG00000125445	ENSG00000125445	Ensembl Gene ID
ENSG00000125445	ENSP00000245539	Ensembl Protein ID
ENSG00000125445	ENSP00000462506	Ensembl Protein ID
ENSG00000125445	ENSP00000462677	Ensembl Protein ID
ENSG00000125445	ENSP00000463263	Ensembl Protein ID
ENSG00000125445	ENSP00000463683	Ensembl Protein ID
ENSG00000125445	ENSP00000463870	Ensembl Protein ID
ENSG00000125445	51081	Entrez Gene ID
ENSG00000125445	MRPS7	Gene Name
ENSG00000125445	NP_057055	RefSeq Protein ID
ENSG00000125445	NM_015971	RefSeq mRNA ID
ENSG00000125445	MRP-S	Synonym
ENSG00000125445	RP-S7	Synonym
ENSG00000125445	RPMS7	Synonym
ENSG00000125445	Q9Y2R9	Uniprot ID
ENSG00000125450	ENSG00000125450	Ensembl Gene ID
ENSG00000125450	ENSP00000245544	Ensembl Protein ID
ENSG00000125450	ENSP00000445855	Ensembl Protein ID
ENSG00000125450	ENSP00000461919	Ensembl Protein ID
ENSG00000125450	ENSP00000462364	Ensembl Protein ID
ENSG00000125450	ENSP00000462487	Ensembl Protein ID
ENSG00000125450	ENSP00000462749	Ensembl Protein ID
ENSG00000125450	ENSP00000462920	Ensembl Protein ID
ENSG00000125450	ENSP00000463377	Ensembl Protein ID
ENSG00000125450	ENSP00000463382	Ensembl Protein ID
ENSG00000125450	ENSP00000463437	Ensembl Protein ID
ENSG00000125450	ENSP00000463496	Ensembl Protein ID
ENSG00000125450	ENSP00000463542	Ensembl Protein ID
ENSG00000125450	ENSP00000463715	Ensembl Protein ID
ENSG00000125450	ENSP00000464433	Ensembl Protein ID
ENSG00000125450	ENSP00000464544	Ensembl Protein ID
ENSG00000125450	79902	Entrez Gene ID
ENSG00000125450	NUP85	Gene Name
ENSG00000125450	NP_001290205	RefSeq Protein ID
ENSG00000125450	NP_079120	RefSeq Protein ID
ENSG00000125450	NM_001303276	RefSeq mRNA ID
ENSG00000125450	NM_024844	RefSeq mRNA ID
ENSG00000125450	FLJ12549	Synonym
ENSG00000125450	NUP75	Synonym
ENSG00000125450	Q9BW27	Uniprot ID
ENSG00000125827	ENSG00000125827	Ensembl Gene ID
ENSG00000125827	ENSP00000246024	Ensembl Protein ID
ENSG00000125827	ENSP00000433878	Ensembl Protein ID
ENSG00000125827	ENSP00000435735	Ensembl Protein ID
ENSG00000125827	56255	Entrez Gene ID
ENSG00000125827	TMX4	Gene Name
ENSG00000125827	NP_066979	RefSeq Protein ID
ENSG00000125827	NM_021156	RefSeq mRNA ID
ENSG00000125827	DJ971N18.2	Synonym
ENSG00000125827	KIAA1162	Synonym
ENSG00000125827	PDIA14	Synonym
ENSG00000125827	TXNDC13	Synonym
ENSG00000125827	Q9H1E5	Uniprot ID
ENSG00000126249	ENSG00000126249	Ensembl Gene ID
ENSG00000126249	ENSP00000246535	Ensembl Protein ID
ENSG00000126249	ENSP00000475984	Ensembl Protein ID
ENSG00000126249	84306	Entrez Gene ID
ENSG00000126249	PDCD2L	Gene Name
ENSG00000126249	NP_115722	RefSeq Protein ID
ENSG00000126249	NM_032346	RefSeq mRNA ID
ENSG00000126249	MGC13096	Synonym
ENSG00000126249	Q9BRP1	Uniprot ID
ENSG00000126500	ENSG00000126500	Ensembl Gene ID
ENSG00000126500	ENSP00000246841	Ensembl Protein ID
ENSG00000126500	23769	Entrez Gene ID
ENSG00000126500	FLRT1	Gene Name
ENSG00000126500	NP_037412	RefSeq Protein ID
ENSG00000126500	NM_013280	RefSeq mRNA ID
ENSG00000126500	MGC21624	Synonym
ENSG00000126500	SPG68	Synonym
ENSG00000126500	Q9NZU1	Uniprot ID
ENSG00000126773	ENSG00000126773	Ensembl Gene ID
ENSG00000126773	ENSP00000317396	Ensembl Protein ID
ENSG00000126773	ENSP00000375469	Ensembl Protein ID
ENSG00000126773	ENSP00000384801	Ensembl Protein ID
ENSG00000126773	ENSP00000385201	Ensembl Protein ID
ENSG00000126773	ENSP00000450441	Ensembl Protein ID
ENSG00000126773	ENSP00000450994	Ensembl Protein ID
ENSG00000126773	ENSP00000451836	Ensembl Protein ID
ENSG00000126773	ENSP00000452234	Ensembl Protein ID
ENSG00000126773	64430	Entrez Gene ID
ENSG00000126773	PCNX4	Gene Name
ENSG00000126773	NP_071940	RefSeq Protein ID
ENSG00000126773	NM_022495	RefSeq mRNA ID
ENSG00000126773	C14orf135	Synonym
ENSG00000126773	PCNXL4	Synonym
ENSG00000126773	Q63HM2	Uniprot ID
ENSG00000126778	ENSG00000126778	Ensembl Gene ID
ENSG00000126778	ENSP00000247182	Ensembl Protein ID
ENSG00000126778	ENSP00000452700	Ensembl Protein ID
ENSG00000126778	6495	Entrez Gene ID
ENSG00000126778	SIX1	Gene Name
ENSG00000126778	NP_005973	RefSeq Protein ID
ENSG00000126778	NM_005982	RefSeq mRNA ID
ENSG00000126778	DFNA23	Synonym
ENSG00000126778	Q15475	Uniprot ID
ENSG00000127774	ENSG00000127774	Ensembl Gene ID
ENSG00000127774	ENSP00000248378	Ensembl Protein ID
ENSG00000127774	ENSP00000380322	Ensembl Protein ID
ENSG00000127774	83460	Entrez Gene ID
ENSG00000127774	EMC6	Gene Name
ENSG00000127774	NP_001014764	RefSeq Protein ID
ENSG00000127774	NP_112588	RefSeq Protein ID
ENSG00000127774	NM_001014764	RefSeq mRNA ID
ENSG00000127774	NM_031298	RefSeq mRNA ID
ENSG00000127774	MGC2963	Synonym
ENSG00000127774	TMEM93	Synonym
ENSG00000127774	Q9BV81	Uniprot ID
ENSG00000127837	ENSG00000127837	Ensembl Gene ID
ENSG00000127837	ENSP00000248450	Ensembl Protein ID
ENSG00000127837	ENSP00000393818	Ensembl Protein ID
ENSG00000127837	ENSP00000396295	Ensembl Protein ID
ENSG00000127837	ENSP00000403343	Ensembl Protein ID
ENSG00000127837	ENSP00000416394	Ensembl Protein ID
ENSG00000127837	14	Entrez Gene ID
ENSG00000127837	AAMP	Gene Name
ENSG00000127837	NP_001078	RefSeq Protein ID
ENSG00000127837	NP_001289474	RefSeq Protein ID
ENSG00000127837	NM_001087	RefSeq mRNA ID
ENSG00000127837	NM_001302545	RefSeq mRNA ID
ENSG00000127837	Q13685	Uniprot ID
ENSG00000128276	ENSG00000128276	Ensembl Gene ID
ENSG00000128276	ENSP00000249007	Ensembl Protein ID
ENSG00000128276	ENSP00000380609	Ensembl Protein ID
ENSG00000128276	10738	Entrez Gene ID
ENSG00000128276	RFPL3	Gene Name
ENSG00000128276	NP_001092005	RefSeq Protein ID
ENSG00000128276	NP_006595	RefSeq Protein ID
ENSG00000128276	NM_001098535	RefSeq mRNA ID
ENSG00000128276	NM_006604	RefSeq mRNA ID
ENSG00000128276	O75679	Uniprot ID
ENSG00000128487	ENSG00000128487	Ensembl Gene ID
ENSG00000128487	ENSP00000261503	Ensembl Protein ID
ENSG00000128487	ENSP00000378893	Ensembl Protein ID
ENSG00000128487	ENSP00000378896	Ensembl Protein ID
ENSG00000128487	ENSP00000378898	Ensembl Protein ID
ENSG00000128487	ENSP00000378900	Ensembl Protein ID
ENSG00000128487	ENSP00000378901	Ensembl Protein ID
ENSG00000128487	ENSP00000461918	Ensembl Protein ID
ENSG00000128487	ENSP00000461944	Ensembl Protein ID
ENSG00000128487	ENSP00000462092	Ensembl Protein ID
ENSG00000128487	ENSP00000462266	Ensembl Protein ID
ENSG00000128487	ENSP00000462471	Ensembl Protein ID
ENSG00000128487	ENSP00000462987	Ensembl Protein ID
ENSG00000128487	ENSP00000463006	Ensembl Protein ID
ENSG00000128487	ENSP00000463130	Ensembl Protein ID
ENSG00000128487	ENSP00000463799	Ensembl Protein ID
ENSG00000128487	ENSP00000464341	Ensembl Protein ID
ENSG00000128487	ENSP00000464489	Ensembl Protein ID
ENSG00000128487	ENSP00000464639	Ensembl Protein ID
ENSG00000128487	92521	Entrez Gene ID
ENSG00000128487	SPECC1	Gene Name
ENSG00000128487	NP_001028725	RefSeq Protein ID
ENSG00000128487	NP_001028726	RefSeq Protein ID
ENSG00000128487	NP_001028727	RefSeq Protein ID
ENSG00000128487	NP_001230367	RefSeq Protein ID
ENSG00000128487	NP_001230368	RefSeq Protein ID
ENSG00000128487	NP_690868	RefSeq Protein ID
ENSG00000128487	NM_001033553	RefSeq mRNA ID
ENSG00000128487	NM_001033554	RefSeq mRNA ID
ENSG00000128487	NM_001033555	RefSeq mRNA ID
ENSG00000128487	NM_001243438	RefSeq mRNA ID
ENSG00000128487	NM_001243439	RefSeq mRNA ID
ENSG00000128487	NM_152904	RefSeq mRNA ID
ENSG00000128487	CYTSB	Synonym
ENSG00000128487	FLJ36955	Synonym
ENSG00000128487	HCMOGT-1	Synonym
ENSG00000128487	Q5M775	Uniprot ID
ENSG00000128805	ENSG00000128805	Ensembl Gene ID
ENSG00000128805	ENSP00000249601	Ensembl Protein ID
ENSG00000128805	ENSP00000363285	Ensembl Protein ID
ENSG00000128805	ENSP00000363287	Ensembl Protein ID
ENSG00000128805	ENSP00000410054	Ensembl Protein ID
ENSG00000128805	ENSP00000412461	Ensembl Protein ID
ENSG00000128805	ENSP00000416701	Ensembl Protein ID
ENSG00000128805	ENSP00000422663	Ensembl Protein ID
ENSG00000128805	ENSP00000422868	Ensembl Protein ID
ENSG00000128805	58504	Entrez Gene ID
ENSG00000128805	ARHGAP22	Gene Name
ENSG00000128805	NP_001242953	RefSeq Protein ID
ENSG00000128805	NP_001242954	RefSeq Protein ID
ENSG00000128805	NP_001242955	RefSeq Protein ID
ENSG00000128805	NP_067049	RefSeq Protein ID
ENSG00000128805	NM_001256024	RefSeq mRNA ID
ENSG00000128805	NM_001256025	RefSeq mRNA ID
ENSG00000128805	NM_001256026	RefSeq mRNA ID
ENSG00000128805	NM_021226	RefSeq mRNA ID
ENSG00000128805	Q7Z5H3	Uniprot ID
ENSG00000129437	ENSG00000129437	Ensembl Gene ID
ENSG00000129437	ENSP00000156499	Ensembl Protein ID
ENSG00000129437	ENSP00000375678	Ensembl Protein ID
ENSG00000129437	43847	Entrez Gene ID
ENSG00000129437	KLK14	Gene Name
ENSG00000129437	NP_001298111	RefSeq Protein ID
ENSG00000129437	NP_071329	RefSeq Protein ID
ENSG00000129437	NM_001311182	RefSeq mRNA ID
ENSG00000129437	NM_022046	RefSeq mRNA ID
ENSG00000129437	KLK-L6	Synonym
ENSG00000129437	Q9P0G3	Uniprot ID
ENSG00000129460	ENSG00000129460	Ensembl Gene ID
ENSG00000129460	ENSP00000380340	Ensembl Protein ID
ENSG00000129460	ENSP00000386134	Ensembl Protein ID
ENSG00000129460	ENSP00000450659	Ensembl Protein ID
ENSG00000129460	ENSP00000451779	Ensembl Protein ID
ENSG00000129460	ENSP00000451942	Ensembl Protein ID
ENSG00000129460	25983	Entrez Gene ID
ENSG00000129460	NGDN	Gene Name
ENSG00000129460	NP_001036100	RefSeq Protein ID
ENSG00000129460	NP_056329	RefSeq Protein ID
ENSG00000129460	NM_001042635	RefSeq mRNA ID
ENSG00000129460	NM_015514	RefSeq mRNA ID
ENSG00000129460	C14orf120	Synonym
ENSG00000129460	CANu1	Synonym
ENSG00000129460	DKFZP564O092	Synonym
ENSG00000129460	LCP5	Synonym
ENSG00000129460	lpd-2	Synonym
ENSG00000129460	NGD	Synonym
ENSG00000129460	Q8NEJ9	Uniprot ID
ENSG00000129667	ENSG00000129667	Ensembl Gene ID
ENSG00000129667	ENSP00000322775	Ensembl Protein ID
ENSG00000129667	ENSP00000464942	Ensembl Protein ID
ENSG00000129667	ENSP00000464975	Ensembl Protein ID
ENSG00000129667	ENSP00000465124	Ensembl Protein ID
ENSG00000129667	ENSP00000465531	Ensembl Protein ID
ENSG00000129667	ENSP00000465632	Ensembl Protein ID
ENSG00000129667	ENSP00000465990	Ensembl Protein ID
ENSG00000129667	ENSP00000466029	Ensembl Protein ID
ENSG00000129667	ENSP00000466867	Ensembl Protein ID
ENSG00000129667	ENSP00000467468	Ensembl Protein ID
ENSG00000129667	ENSP00000467549	Ensembl Protein ID
ENSG00000129667	ENSP00000467677	Ensembl Protein ID
ENSG00000129667	ENSP00000467971	Ensembl Protein ID
ENSG00000129667	79651	Entrez Gene ID
ENSG00000129667	RHBDF2	Gene Name
ENSG00000129667	NP_001005498	RefSeq Protein ID
ENSG00000129667	NP_078875	RefSeq Protein ID
ENSG00000129667	NM_001005498	RefSeq mRNA ID
ENSG00000129667	NM_024599	RefSeq mRNA ID
ENSG00000129667	FLJ22341	Synonym
ENSG00000129667	iRhom2	Synonym
ENSG00000129667	RHBDL5	Synonym
ENSG00000129667	RHBDL6	Synonym
ENSG00000129667	TOC	Synonym
ENSG00000129667	TOCG	Synonym
ENSG00000129667	Q6PJF5	Uniprot ID
ENSG00000129675	ENSG00000129675	Ensembl Gene ID
ENSG00000129675	ENSP00000250617	Ensembl Protein ID
ENSG00000129675	ENSP00000359654	Ensembl Protein ID
ENSG00000129675	ENSP00000359656	Ensembl Protein ID
ENSG00000129675	9459	Entrez Gene ID
ENSG00000129675	ARHGEF6	Gene Name
ENSG00000129675	NP_001293106	RefSeq Protein ID
ENSG00000129675	NP_004831	RefSeq Protein ID
ENSG00000129675	NM_001306177	RefSeq mRNA ID
ENSG00000129675	NM_004840	RefSeq mRNA ID
ENSG00000129675	alpha-PIX	Synonym
ENSG00000129675	alphaPIX	Synonym
ENSG00000129675	Cool-2	Synonym
ENSG00000129675	Cool2	Synonym
ENSG00000129675	KIAA0006	Synonym
ENSG00000129675	MRX46	Synonym
ENSG00000129675	Q15052	Uniprot ID
ENSG00000130021	ENSG00000130021	Ensembl Gene ID
ENSG00000130021	ENSP00000370467	Ensembl Protein ID
ENSG00000130021	ENSP00000396452	Ensembl Protein ID
ENSG00000130021	ENSP00000406260	Ensembl Protein ID
ENSG00000130021	ENSP00000430995	Ensembl Protein ID
ENSG00000130021	ENSP00000441208	Ensembl Protein ID
ENSG00000130021	8226	Entrez Gene ID
ENSG00000130021	PUDP	Gene Name
ENSG00000130021	NP_001129037	RefSeq Protein ID
ENSG00000130021	NP_001171606	RefSeq Protein ID
ENSG00000130021	NP_001171607	RefSeq Protein ID
ENSG00000130021	NP_036212	RefSeq Protein ID
ENSG00000130021	NM_001135565	RefSeq mRNA ID
ENSG00000130021	NM_001178135	RefSeq mRNA ID
ENSG00000130021	NM_001178136	RefSeq mRNA ID
ENSG00000130021	NM_012080	RefSeq mRNA ID
ENSG00000130021	DXF68S1E	Synonym
ENSG00000130021	FAM16AX	Synonym
ENSG00000130021	HDHD1	Synonym
ENSG00000130021	HDHD1A	Synonym
ENSG00000130021	Q08623	Uniprot ID
ENSG00000130559	ENSG00000130559	Ensembl Gene ID
ENSG00000130559	ENSP00000312463	Ensembl Protein ID
ENSG00000130559	ENSP00000374183	Ensembl Protein ID
ENSG00000130559	ENSP00000386420	Ensembl Protein ID
ENSG00000130559	157922	Entrez Gene ID
ENSG00000130559	CAMSAP1	Gene Name
ENSG00000130559	NP_056262	RefSeq Protein ID
ENSG00000130559	NM_015447	RefSeq mRNA ID
ENSG00000130559	DKFZp434F195	Synonym
ENSG00000130559	FLJ31228	Synonym
ENSG00000130559	Q5T5Y3	Uniprot ID
ENSG00000130589	ENSG00000130589	Ensembl Gene ID
ENSG00000130589	ENSP00000393257	Ensembl Protein ID
ENSG00000130589	ENSP00000417401	Ensembl Protein ID
ENSG00000130589	85441	Entrez Gene ID
ENSG00000130589	HELZ2	Gene Name
ENSG00000130589	NP_001032412	RefSeq Protein ID
ENSG00000130589	NP_208384	RefSeq Protein ID
ENSG00000130589	NM_001037335	RefSeq mRNA ID
ENSG00000130589	NM_033405	RefSeq mRNA ID
ENSG00000130589	KIAA1769	Synonym
ENSG00000130589	PRIC285	Synonym
ENSG00000130589	Q9BYK8	Uniprot ID
ENSG00000130669	ENSG00000130669	Ensembl Gene ID
ENSG00000130669	ENSP00000326864	Ensembl Protein ID
ENSG00000130669	ENSP00000351049	Ensembl Protein ID
ENSG00000130669	ENSP00000353625	Ensembl Protein ID
ENSG00000130669	ENSP00000469413	Ensembl Protein ID
ENSG00000130669	ENSP00000470284	Ensembl Protein ID
ENSG00000130669	ENSP00000471157	Ensembl Protein ID
ENSG00000130669	ENSP00000471318	Ensembl Protein ID
ENSG00000130669	ENSP00000472061	Ensembl Protein ID
ENSG00000130669	ENSP00000472862	Ensembl Protein ID
ENSG00000130669	ENSP00000473215	Ensembl Protein ID
ENSG00000130669	10298	Entrez Gene ID
ENSG00000130669	PAK4	Gene Name
ENSG00000130669	NP_001014831	RefSeq Protein ID
ENSG00000130669	NP_001014832	RefSeq Protein ID
ENSG00000130669	NP_001014834	RefSeq Protein ID
ENSG00000130669	NP_001014835	RefSeq Protein ID
ENSG00000130669	NP_005875	RefSeq Protein ID
ENSG00000130669	NM_001014831	RefSeq mRNA ID
ENSG00000130669	NM_001014832	RefSeq mRNA ID
ENSG00000130669	NM_001014834	RefSeq mRNA ID
ENSG00000130669	NM_001014835	RefSeq mRNA ID
ENSG00000130669	NM_005884	RefSeq mRNA ID
ENSG00000130669	O96013	Uniprot ID
ENSG00000130711	ENSG00000130711	Ensembl Gene ID
ENSG00000130711	ENSP00000253008	Ensembl Protein ID
ENSG00000130711	59335	Entrez Gene ID
ENSG00000130711	PRDM12	Gene Name
ENSG00000130711	NP_067632	RefSeq Protein ID
ENSG00000130711	NM_021619	RefSeq mRNA ID
ENSG00000130711	Q9H4Q4	Uniprot ID
ENSG00000130770	ENSG00000130770	Ensembl Gene ID
ENSG00000130770	ENSP00000335203	Ensembl Protein ID
ENSG00000130770	ENSP00000435341	Ensembl Protein ID
ENSG00000130770	ENSP00000435579	Ensembl Protein ID
ENSG00000130770	ENSP00000437337	Ensembl Protein ID
ENSG00000130770	93974	Entrez Gene ID
ENSG00000130770	ATPIF1	Gene Name
ENSG00000130770	NP_057395	RefSeq Protein ID
ENSG00000130770	NP_835497	RefSeq Protein ID
ENSG00000130770	NP_835498	RefSeq Protein ID
ENSG00000130770	NM_016311	RefSeq mRNA ID
ENSG00000130770	NM_178190	RefSeq mRNA ID
ENSG00000130770	NM_178191	RefSeq mRNA ID
ENSG00000130770	ATPI	Synonym
ENSG00000130770	ATPIP	Synonym
ENSG00000130770	MGC1167	Synonym
ENSG00000130770	MGC8898	Synonym
ENSG00000130770	Q9UII2	Uniprot ID
ENSG00000131747	ENSG00000131747	Ensembl Gene ID
ENSG00000131747	ENSP00000411532	Ensembl Protein ID
ENSG00000131747	ENSP00000462908	Ensembl Protein ID
ENSG00000131747	ENSP00000464055	Ensembl Protein ID
ENSG00000131747	7153	Entrez Gene ID
ENSG00000131747	TOP2A	Gene Name
ENSG00000131747	NP_001058	RefSeq Protein ID
ENSG00000131747	NM_001067	RefSeq mRNA ID
ENSG00000131747	TOP2	Synonym
ENSG00000131747	P11388	Uniprot ID
ENSG00000281742	ENSG00000131844	Ensembl Gene ID
ENSG00000132002	ENSG00000132002	Ensembl Gene ID
ENSG00000132002	ENSP00000254322	Ensembl Protein ID
ENSG00000132002	ENSP00000444212	Ensembl Protein ID
ENSG00000132002	ENSP00000469221	Ensembl Protein ID
ENSG00000132002	ENSP00000470063	Ensembl Protein ID
ENSG00000132002	ENSP00000470460	Ensembl Protein ID
ENSG00000132002	ENSP00000470596	Ensembl Protein ID
ENSG00000132002	ENSP00000471073	Ensembl Protein ID
ENSG00000132002	ENSP00000471603	Ensembl Protein ID
